index;nom_chaine;tvg_id_original;tvg_id_final;methode;groupe;logo
313;FR | GOLF+ HD;golfplus.fr;golfplus.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/GOLF+.png
314;FR | GOLF+ SD;golfplus.fr;golfplus.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/GOLF+_SD.png
315;FR | AUTOMOTO HD;automotolachaine.fr;automotolachaine.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/AUTOMOTO.png
316;FR | AUTOMOTO SD;automotolachaine.fr;automotolachaine.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/AUTOMOTO_SD.png
317;FR | L EQUIPE 21 FHD;lequipe21.fr;lequipe21.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/LEQUIPE.png
318;FR | L EQUIPE 21 HD;lequipe21.fr;lequipe21.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/LEQUIPE.png
319;FR | L EQUIPE HD;lequipe21.fr;lequipe21.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/L
320;FR | EQUIDIA LIVE FHD;equidia.fr;equidia.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/EQUIDIA_LIVE.png
321;FR | EQUIDIA LIVE HD;equidia.fr;equidia.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/EQUIDIA_LIVE.png
322;FR | EQUIDIA LIVE SD;equidia.fr;equidia.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/EQUIDIA_LIVE_SD.png
323;FR | INFOSPORT+ FHD;infosportplus.fr;infosportplus.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/INFOSPORT+.png
324;FR | INFOSPORT+ HD;infosportplus.fr;infosportplus.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/INFOSPORT+.png
325;FR | SPORT EN FRANCE FHD;;;unmapped;ⓘTV ║ SPORTS FR;
326;FR | SPORT EN FRANCE HD;;;unmapped;ⓘTV ║ SPORTS FR;
327;FR | OL TV HD;oltv.fr;oltv.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/OL_TV.png
328;FR | ES1 HD;es1.fr;es1.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/
329;FR | MOTORVISON FHD;;;unmapped;ⓘTV ║ SPORTS FR;
330;FR | MOTORVISION HD;MotorVisionTV.fr;MotorVisionTV.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/MOTORSPORT_TV.png
331;FR | JOURNAL DU GOLF FHD;;;unmapped;ⓘTV ║ SPORTS FR;
332;FR | AUTO PLUS TV FHD;;;unmapped;ⓘTV ║ SPORTS FR;
333;FR | AFTER FOOT TV FHD;;;unmapped;ⓘTV ║ SPORTS FR;
334;FR | MULTISPORTS 1 HD;;;unmapped;ⓘTV ║ SPORTS FR;
335;FR | MULTISPORTS 2 HD;;;unmapped;ⓘTV ║ SPORTS FR;
336;FR | MULTISPORTS 3 HD;;;unmapped;ⓘTV ║ SPORTS FR;
337;FR | MULTISPORTS 4 HD;;;unmapped;ⓘTV ║ SPORTS FR;
338;FR | MULTISPORTS 5 HD;;;unmapped;ⓘTV ║ SPORTS FR;
339;▼●★ --- ||FR|| DAZN EVENTS ||FR|| --- ★●▼;;;unmapped;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/TV_SPORTS_FR_HD/FLAG_FRANCE.png
340;FR | PPV EVENT;;;unmapped;ⓘTV ║ SPORTS FR;
341;FR | DAZN 1 FRANCE HD;dazn.fr;dazn.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/daznppvhd.png
342;FR | DAZN COMBAT;;;unmapped;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/PLUTO.png
343;FR | DAZN EVENTS 1 HD (ONLY ON LIVE);DAZNLigue1M1.fr;DAZNLigue1M1.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/daznppvhd.png
344;FR | DAZN EVENTS 2 HD (ONLY ON LIVE);DAZNLigue1M2.fr;DAZNLigue1M2.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/daznppvhd.png
345;FR | DAZN EVENTS 3 HD (ONLY ON LIVE);DAZNLigue1M3.fr;DAZNLigue1M3.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/daznppvhd.png
346;FR | DAZN EVENTS 4 HD (ONLY ON LIVE);DAZNLigue1M4.fr;DAZNLigue1M4.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/daznppvhd.png
347;FR | DAZN EVENTS 5 HD (ONLY ON LIVE);DAZNLigue1M4.fr;DAZNLigue1M4.fr;original;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/daznppvhd.png
348;FR | DAZN EVENTS 6 HD (ONLY ON LIVE);;;unmapped;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/daznppvhd.png
349;FR | DAZN EVENTS 7 HD (ONLY ON LIVE);;;unmapped;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/daznppvhd.png
350;FR | DAZN EVENTS 8 HD (ONLY ON LIVE);;;unmapped;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/daznppvhd.png
351;FR | DAZN EVENTS 9 HD (ONLY ON LIVE);;;unmapped;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/daznppvhd.png
352;FR | DAZN EVENTS 10 HD (ONLY ON LIVE);;;unmapped;ⓘTV ║ SPORTS FR;http://redpluslogo.net/LOGO/daznppvhd.png
353;FR | DAZN EVENTS 11 HD (ONLY ON LIVE);;;unmapped;ⓘTV ║ SPORTS FR;
354;FR | DAZN EVENTS 12 HD (ONLY ON LIVE);;;unmapped;ⓘTV ║ SPORTS FR;
